isVerified	SYSTEM_CRIB	price	SYSTEM_SMOKING_ALLOWED	weeklyPriceFactor	name	SYSTEM_SURVEILLANCE	city	SYSTEM_NO_DETECTOR_SMOKE	SYSTEM_BATHTUB	SYSTEM_POOL	SYSTEM_NO_DETECTOR_CO2	roomTypeCategory	SYSTEM_SNOWFLAKE	isSuperHost	SYSTEM_SKI	SYSTEM_CALENDAR	avgRatingLocalized	SYSTEM_COOKING_BASICS	contextualPicturesCount	maxGuestCapacity	SYSTEM_EV_CHARGER	SYSTEM_BEACH	SYSTEM_VIEW_CITY	room_id	SYSTEM_LUGGAGE_DROP	SYSTEM_PETS	SYSTEM_FLOWER	pdpUrlType	SYSTEM_NO_LOCK_ON_DOOR	SYSTEM_PIANO	SYSTEM_VIEW_OCEAN	coordinate	reviewCount	structuredStayDisplayPrice	SYSTEM_WI_FI	SYSTEM_REFRIGERATOR	SYSTEM_JACUZZI	canInstantBook	SYSTEM_HIGH_CHAIR	SYSTEM_VIEW_MOUNTAIN	SYSTEM_BREAKFAST	SYSTEM_HAIRDRYER	SYSTEM_ELEVATOR	SYSTEM_FIREPLACE	SYSTEM_MAPS_CAR_RENTAL	SYSTEM_SAUNA	SYSTEM_MICROWAVE	SYSTEM_TV	SYSTEM_LOCK_ON_DOOR	SYSTEM_PATIO_BALCONY	SYSTEM_DRYER	listingObjType	SYSTEM_WASHER	url	yearHosting	SYSTEM_WORKSPACE
		None		None	Khu phố cổ / PINKY HOME/ {Orchid garden Hanoi}		Hà nội	False			False	entire_home	True				4,41 (44)	True	30	2				39703917	True			None				{'__typename': 'Coordinate', 'latitude': 21.03202, 'longitude': 105.84704}		/ đêm	True			False							True			True				REGULAR	True	https://www.airbnb.com.vn/rooms/39703917		True
False		₫309.783		None	Vequehomestay-Villa15- Phố cổ -Bếp-Yên tĩnh		Hoàn Kiếm	False			False	private_room	True	False			4,71 (21)	True	15	2				719979493315673429				None	False		True	{'__typename': 'Coordinate', 'latitude': 21.02037, 'longitude': 105.84621}	21	/ đêm	True			False							True						True	REGULAR	True	https://www.airbnb.com.vn/rooms/719979493315673429	7	
True		₫374.770		None	Ngôi nhà của một kiến trúc sư (Xanh dương)		Hà Nội	False			False	private_room	True	True			4,84 (116)	True	28	2				21807270	True			None				{'__typename': 'Coordinate', 'latitude': 21.0235, 'longitude': 105.82509}	116	/ đêm	True			False										True	True			REGULAR	True	https://www.airbnb.com.vn/rooms/21807270	5	True
True		None		None	Căn hộ phong cách với không gian xanh gần hồ Tây		Tây Hồ	False			False	private_room		True			4,64 (14)	True	19	2				746322085943335360				None			True	{'__typename': 'Coordinate', 'latitude': 21.05207, 'longitude': 105.83968}	14	/ đêm	True			False										True	True			REGULAR	True	https://www.airbnb.com.vn/rooms/746322085943335360	6	True
True		₫428.294		None	Yue 越 HOMESTAY #1 @yueviet	True	Đống Đa				False	private_room	True	True			4,99 (73)		13	2				661518993434369023	True			None			True	{'__typename': 'Coordinate', 'latitude': 21.0222663, 'longitude': 105.831827}	73	/ đêm	True			False							True			True	True			REGULAR		https://www.airbnb.com.vn/rooms/661518993434369023	2	True
True		₫321.237		None	Ngôi nhà ấm cúng trong cửa sổ rộng ở giữa - Góc nhìn thoáng mát. R #302		Thanh Nhàn	False			False	private_room	True	True			4,76 (42)	True	14	2				36722199				None				{'__typename': 'Coordinate', 'latitude': 21.00339, 'longitude': 105.86218}	42	/ đêm	True			False				True							True	True		REGULAR	True	https://www.airbnb.com.vn/rooms/36722199	4	True
True		₫321.237		None	Sống cùng gia đình bản xứ Kim Hà Nội 4		Yên Phụ	False			False	private_room		True			4,6 (63)	True	16	2				18487010				None				{'__typename': 'Coordinate', 'latitude': 21.05487, 'longitude': 105.83704}	63	/ đêm	True			False							True			True	True		True	REGULAR	True	https://www.airbnb.com.vn/rooms/18487010	6	True
		None		None	Studio đáng yêu gần Lotte Center!		Ba Đình	False	True		False	entire_home	True				Mới	True	6	2				854756450592124929				None				{'__typename': 'Coordinate', 'latitude': 21.03227, 'longitude': 105.81061}		/ đêm	True			False							True			True			True	REGULAR	True	https://www.airbnb.com.vn/rooms/854756450592124929		
True		None		None	Mùa hoa lãng mạn ở Hà Nội, gần gũi và ấm áp		Truc Bach	False			False	private_room		False			4,56 (66)	True	30	2				37387228				None			True	{'__typename': 'Coordinate', 'latitude': 21.04902, 'longitude': 105.83982}	66	/ đêm	True			False							True				True		True	REGULAR	True	https://www.airbnb.com.vn/rooms/37387228	5	True
True		₫399.412		None	Căn hộ ấm cúng, thân thiện ở trung tâm thành phố		Ba Đình	False			False	private_room	True	True			5,0 (44)	True	23	2				52978253				None				{'__typename': 'Coordinate', 'latitude': 21.03442, 'longitude': 105.80733}	44	/ đêm	True			False					True					True	True			REGULAR	True	https://www.airbnb.com.vn/rooms/52978253	2	True
		₫456.471		None	Studio		Hoàn Kiếm	False			False	entire_home	True				Mới		10	3				877861305243818865				None				{'__typename': 'Coordinate', 'latitude': 21.03701, 'longitude': 105.85299}		/ đêm	True			False										True				REGULAR		https://www.airbnb.com.vn/rooms/877861305243818865		
True		₫481.880		None	Quyet Homestay #2 (Halong Bay room & balcony)			False			False	private_room		True			4,86 (126)	True	23	2				19939687				None			True	{'__typename': 'Coordinate', 'latitude': 21.0351, 'longitude': 105.8221}	126	/ đêm	True			False					True		True			True	True			REGULAR		https://www.airbnb.com.vn/rooms/19939687	6	True
True		₫346.301		None	Moonni Homestay - Không gian sống tối thiểu @ Hoàn Kiếm	True	Hoàn Kiếm	False			False	private_room	True	False			4,5 (22)	True	19	2				597842582217773112		True	True	None				{'__typename': 'Coordinate', 'latitude': 21.02983, 'longitude': 105.84528}	22	/ đêm	True			False							True				True			REGULAR		https://www.airbnb.com.vn/rooms/597842582217773112	1	
		₫444.146		None	Căn hộ cao cấp trung tâm quận Ba Đình	True	Ba Đình	False			False	private_room	True				4,87 (53)	True	6	2				709835938086573677				None				{'__typename': 'Coordinate', 'latitude': 21.04366, 'longitude': 105.84068}		/ đêm	True	True		False				True	True					True				REGULAR		https://www.airbnb.com.vn/rooms/709835938086573677		
		₫374.770		None	Studio đẹp gần Westlake và nhiều đường phố chính		Ba Đình	False			False	entire_home					4,9 (79)	True	18	2			True	34748111				None			True	{'__typename': 'Coordinate', 'latitude': 21.04581, 'longitude': 105.8106}		/ đêm	True			False										True			True	REGULAR	True	https://www.airbnb.com.vn/rooms/34748111		True
True		₫307.091		None	Phòng riêng tại Kim Mã, Ba Đình		Ngọc Khánh				False	private_room	True	False			4,83 (6)	True	3	2				23065835	True			None				{'__typename': 'Coordinate', 'latitude': 21.03226, 'longitude': 105.82135}	6	/ đêm	True			False					True		True			True	True			REGULAR	True	https://www.airbnb.com.vn/rooms/23065835	5	
True		₫348.026		None	Phòng ngủ có sân vườn ngay trung tâm Hà Nội		Hanoi	False			False	private_room	True	True			4,82 (87)	True	16	2				22541913				None				{'__typename': 'Coordinate', 'latitude': 21.00851, 'longitude': 105.82306}	87	/ đêm	True			False							True			True	True		True	REGULAR	True	https://www.airbnb.com.vn/rooms/22541913	6	
True		None		None	Căn 1 phòng ngủ đáng yêu gần trung tâm Hà Nội		Hàng Bài	False			False	private_room		True			4,93 (14)	True	6	2				648381977328428715				None				{'__typename': 'Coordinate', 'latitude': 21.02409, 'longitude': 105.85133}	14	/ đêm	True			False					True		True			True	True			REGULAR	True	https://www.airbnb.com.vn/rooms/648381977328428715	11	True
True		₫349.610		None	Căn hộ đáng yêu với bồn tắm nước nóng		Tây Hồ	False			False	private_room		True			4,92 (12)	True	17	2				777915517909403316				None			True	{'__typename': 'Coordinate', 'latitude': 21.05183, 'longitude': 105.83817}	12	/ đêm	True		True	False							True			True	True			REGULAR		https://www.airbnb.com.vn/rooms/777915517909403316	6	True
		None		None	Căn hộ kiểu✯ Pháp Lagom Homestay Phòng✯ yên tĩnh		Hai Bà Trưng	False			False	entire_home	True				4,74 (111)	True	7	3				45868684				None				{'__typename': 'Coordinate', 'latitude': 21.01864, 'longitude': 105.84119}		/ đêm	True	True		False				True			True					True	True	REGULAR		https://www.airbnb.com.vn/rooms/45868684		
		₫461.096		None	Căn hộ ban công phong cách Hồ Trúc Bạch 1 phút	True	Ba Đình	False			False	entire_home	True				4,39 (33)	True	10	2				555656581000472665				None				{'__typename': 'Coordinate', 'latitude': 21.04676, 'longitude': 105.84136}		/ đêm	True			False					True					True		True		REGULAR		https://www.airbnb.com.vn/rooms/555656581000472665		True
True		₫244.747		None	CẢI TẠO MỚI - Phòng yên tĩnh gần Đại học Hà Nội	True	Thanh Xuân Nam	False			False	private_room	True	False			4,78 (9)	True	14	1				36889249				None				{'__typename': 'Coordinate', 'latitude': 20.98529, 'longitude': 105.79718}	9	/ đêm	True			False							True				True			REGULAR	True	https://www.airbnb.com.vn/rooms/36889249	4	True
True		None		None	Phòng rộng rãi, nơi thư giãn thực sự tại Hoàn Kiếm	True	Hoàn Kiếm	False			False	private_room	True	False			4,41 (22)	True	18	2				755532648369451894				None				{'__typename': 'Coordinate', 'latitude': 21.038, 'longitude': 105.84541}	22	/ đêm	True			False										True	True			REGULAR	True	https://www.airbnb.com.vn/rooms/755532648369451894	5	True
True		None		None	Căn hộ tiện nghi 259 Yên Hoà CG	True	Cầu Giấy	False			False	private_room	True	False			Mới	True	13	1				886886464210152534				None				{'__typename': 'Coordinate', 'latitude': 21.020888201634158, 'longitude': 105.79356014728546}		/ đêm	True			False										True	True			REGULAR	True	https://www.airbnb.com.vn/rooms/886886464210152534		
True		₫322.198		None	Phòng riêng trong nhà sân vườn	True	Long Biên	False			False	private_room		False			5,0 (3)	True	9	2				869123381804676338				None			True	{'__typename': 'Coordinate', 'latitude': 21.0366068, 'longitude': 105.8756782}	3	/ đêm	True			False							True				True			REGULAR	True	https://www.airbnb.com.vn/rooms/869123381804676338		True
True		₫385.466		None	Vequehomestay✩villa11✩NetflixTV✩VS riêng✩Sân để xe		Hoàn Kiếm	False			False	private_room	True	False			4,75 (83)		29	2				41396609				None	False		True	{'__typename': 'Coordinate', 'latitude': 21.02093, 'longitude': 105.84785}	83	/ đêm	True			False							True			True				REGULAR	True	https://www.airbnb.com.vn/rooms/41396609	7	
		₫300.111		None	Trung tâm Cozyhome Khu phố cổ, Nhà thờ		Hoàn Kiếm					private_room	True				4,19 (21)	True	7	2				780888412764806940		True		None			True	{'__typename': 'Coordinate', 'latitude': 21.0315055, 'longitude': 105.855027}		/ đêm	True			False							True			True		True		REGULAR	True	https://www.airbnb.com.vn/rooms/780888412764806940		True
True		₫294.448		None	Sống cùng gia đình bản xứ đáng yêu tại Trung tâm Hà Nội		Trung Liệt	False			False	private_room	True	True			4,91 (104)	True	11	2				21671494				None				{'__typename': 'Coordinate', 'latitude': 21.01084, 'longitude': 105.82428}	104	/ đêm	True			False				True			True			True	True			REGULAR	True	https://www.airbnb.com.vn/rooms/21671494	6	
True		₫321.222		None	Ngôi nhà ấm cúng ở góc nhìn thoáng mát trên toàn trung tâm. R#202		Hai Bà Trưng	False			False	private_room	True	True			4,64 (44)	True	18	2				36681116				None				{'__typename': 'Coordinate', 'latitude': 20.99721, 'longitude': 105.86368}	44	/ đêm	True			False				True							True	True		REGULAR	True	https://www.airbnb.com.vn/rooms/36681116	4	True
True		₫294.448		None	Phòng riêng gần Đền Văn học		Đống Đa	False			False	private_room	True	True			4,84 (57)	True	17	2				29422956		True		None				{'__typename': 'Coordinate', 'latitude': 21.02498, 'longitude': 105.83684}	57	/ đêm	True			False										True	True			REGULAR	True	https://www.airbnb.com.vn/rooms/29422956	5	True
True		₫285.294		None	V 's Home Westlake. Ngôi nhà ấm cúng gần Westlake 302		Yen Phu ward	False			False	private_room	True	True			4,9 (20)	True	21	1				36694297				None			True	{'__typename': 'Coordinate', 'latitude': 21.05367, 'longitude': 105.83868}	20	/ đêm	True			False							True				True			REGULAR	True	https://www.airbnb.com.vn/rooms/36694297	4	True
True		₫399.412		None	Căn hộ ấm cúng ở trung tâm thành phố		Ba Đình	False			False	private_room		True			4,95 (19)	True	16	2				53329602				None	False			{'__typename': 'Coordinate', 'latitude': 21.03324, 'longitude': 105.80692}	19	/ đêm	True			False					True		True			True				REGULAR	True	https://www.airbnb.com.vn/rooms/53329602	2	True
		₫428.314		None	Căn hộ Tầng 5 của Homestay		Hanoi	False			False	entire_home	True				4,96 (52)	True	12	2				15859431				None				{'__typename': 'Coordinate', 'latitude': 21.02252, 'longitude': 105.84842}		/ đêm	True			False				True		True				True				REGULAR	True	https://www.airbnb.com.vn/rooms/15859431		True
		None		None	Quite place as home	True	Ba Đình	False			False	private_room	True				Mới	True	10	3				891899206278864135				None				{'__typename': 'Coordinate', 'latitude': 21.035903124153307, 'longitude': 105.83026718348265}		/ đêm	True			False										True				REGULAR	True	https://www.airbnb.com.vn/rooms/891899206278864135		True
		None		None	Vitamin Home~nice room w/balcony	True	Tây Hồ	False			False	private_room	True				Mới	True	16	2				891764502403241424				None				{'__typename': 'Coordinate', 'latitude': 21.08309, 'longitude': 105.81966}		/ đêm	True			False										True				REGULAR	True	https://www.airbnb.com.vn/rooms/891764502403241424		True
True		₫323.524		None	Phòng riêng xinh xắn - DAHouse		Ba Đình	False			False	private_room	True	True			4,92 (26)		9	2				31303484				None				{'__typename': 'Coordinate', 'latitude': 21.03804, 'longitude': 105.81636}	26	/ đêm	True			False							True				True	True	True	REGULAR	True	https://www.airbnb.com.vn/rooms/31303484	4	True
True		₫441.436		None	Ánh sáng mặt trời tự nhiên ở Hoàn Kiếm	True	Hoàn Kiếm				False	private_room	True	False			4,83 (23)	True	11	2				737539223434077240				None				{'__typename': 'Coordinate', 'latitude': 21.02093, 'longitude': 105.85956}	23	/ đêm	True			False				True						True	True			REGULAR	True	https://www.airbnb.com.vn/rooms/737539223434077240	9	True
		₫475.503		None	R601 - Studio ấm cúng cho cặp đôi ở Tây Hồ	True	Tây Hồ					entire_home	True				4,82 (11)	True	10	2				828700828300061719				None				{'__typename': 'Coordinate', 'latitude': 21.0628395, 'longitude': 105.8234699}		/ đêm	True			False				True			True			True				REGULAR	True	https://www.airbnb.com.vn/rooms/828700828300061719		True
True		₫428.301		None	Sống cùng gia đình bản xứ #4 (phòng Sapa, dễ thương & quyến rũ)			False			False	private_room	True	True			4,89 (118)	True	21	2				22350458				None				{'__typename': 'Coordinate', 'latitude': 21.03561, 'longitude': 105.82192}	118	/ đêm	True			False					True		True			True	True			REGULAR		https://www.airbnb.com.vn/rooms/22350458	6	True
True		₫441.118		None	Yue 越 HOMESTAY #2 @yueviet	True	Đống Đa				False	private_room	True	True			4,98 (62)		13	2				661914022530614120	True			None			True	{'__typename': 'Coordinate', 'latitude': 21.02345, 'longitude': 105.83146}	62	/ đêm	True			False							True			True	True			REGULAR		https://www.airbnb.com.vn/rooms/661914022530614120	2	True
True		₫319.530		None	Phòng 20m2, giặt là miễn phí	True	Đống Đa	False			False	private_room	True	False			4,83 (6)		10	1				795227624976095783				None				{'__typename': 'Coordinate', 'latitude': 21.02649, 'longitude': 105.83217}	6	/ đêm	True			False					True		True				True			REGULAR	True	https://www.airbnb.com.vn/rooms/795227624976095783	4	True
